,parish,municipality,parish_old,matched_parish
45101,Gtbg,Norrkoping ,(Gtbg),Gtbg)
45266,i Linkop.,Norrkoping ,(i Linkop.),i Linkop.
46286,Enkop.,Strangnas ,Enkop.),Enkop.
46328,Sthlm,Strangnas ,Sthlm),Sthlm)
46448,Svanbridge,Stromstad ,Svanbridge,Svanbridge
46498,"S:vall,",Sundsvall ,"S:vall,",S:vall
46718,Sjomanshemmet i S:vall,Sundsvall ,Sjomanshemmet i S:vall,Sjomanshemmet i S:vall
46817,Gafle,Sater ,(Gafle),Gafle
46952,S:hamns Sjomanshus,Sater ,S:hamns Sjomanshus,S:hamns Sjomanshus
47578,Uddevalla stads Gasverk,Uddevalla ,Uddevalla stads Gasverk,Uddevalla stads Gasverk
48182,Sthlm,Uppsala ,(Sthlm),Sthlm)
48460,sate i Vastervik,Vimmerby ,(sate i Vastervik),sate i Vastervik
48467,sate i Sthlm,Visby ,(sate i Sthlm),sate i Sthlm
48901,Vanersborgs stads Gasverk,Vanersborg ,Vanersborgs stads Gasverk,Vanersborgs stads Gasverk
49725,Ystads Gasverk,Ystad ,Ystads Gasverk,Ystads Gasverk
50088,Gafle,Orebro ,Gafle),Gafle
50175,Tybble,Orebro ,Tybble),Tybble
50270,Sthlm,Orebro ,(Sthlm),Sthlm)
50274,Gefle,Orebro ,Gefle),Gefle
50491,Orebro stads Gasverk,Orebro ,Orebro stads Gasverk,Orebro stads Gasverk
51316,Vestkinde,Gotlands lan ,Vestkinde,Vestkinde
51440,Jarfso,Gafleborgs lan ,Jarfso,Jarfso
51539,Gefle,Gafleborgs lan ,Gefle,Gefle
51752,Jarfsoo,Gafleborgs lan ,Jarfsoo,Jarfso
52186,Woxna,Gafleborgs lan ,Woxna,Woxna
52275,Garda,Goteborgs och Bohus lan ,Garda,Garda
52314,Bjornerod,Goteborgs och Bohus lan ,Bjornerod,Bjornerod
52319,Grebbestad,Goteborgs och Bohus lan ,Grebbestad,Grebbestad
52360,Fjallbacka,Goteborgs och Bohus lan ,Fjallbacka,Fjallbacka
52369,Kroken,Goteborgs och Bohus lan ,Kroken,Kroken
52492,Grebbe- stad,Goteborgs och Bohus lan ,Grebbe- stad,Grebbestad
52533,Halleviksstrand,Goteborgs och Bohus lan ,Halleviksstrand,Halleviksstrand
52678,Hummebostrand,Goteborgs och Bohus lan ,Hummebostrand,Hummebostrand
52739,Lunden,Goteborgs och Bohus lan ,Lunden,Lunden
52878,Wallda,Hallands lan ,Wallda,Wallda
52929,Laholms landsfors.,Hallands lan ,Laholms landsfors.,Laholms landsfors.
52986,Ebsra,Hallands lan ,Ebsra,Ebsra
53042,Ofraby,Hallands lan ,Ofraby,Ofraby
53063,Skummerlof,Hallands lan ,Skummerlof,Skummerlof
53098,Renneslof,Hallands lan ,Renneslof,Renneslof
53117,Enslof,Hallands lan ,Enslof,Enslof
53125,Naset,Hallands lan ,Naset,Naset
53127,Ulbyn,Hallands lan ,Ulbyn,Ubyn
53137,Vastgard,Jamtlands lan ,Vastgard,Vastgard
53139,Bye,Jamtlands lan ,Bye,Bye
53141,Odenslund,Jamtlands lan ,Odenslund,Odenslund
53146,Ronningsberg,Jamtlands lan ,Ronningsberg,Ronningsberg
53148,Bynom,Jamtlands lan ,Bynom,Bynom
53149,Hoxang,Jamtlands lan ,Hoxang,Hoxang
53151,Stafre,Jamtlands lan ,Stafre,Stafre
53154,Svedje,Jamtlands lan ,Svedje,Svedje
53158,Brannbodarna,Jamtlands lan ,Brannbodarna,Brannbodarna
53160,Ofsjo,Jamtlands lan ,Ofsjo,Ofsjo
53164,Vij,Jamtlands lan ,Vij,Vij
53166,Korsta,Jamtlands lan ,Korsta,Korsta
53178,Ottsjon,Jamtlands lan ,Ottsjon,Ottsjon
53180,Nyland,Jamtlands lan ,Nyland,Nyland
53182,Prastbor- det,Jamtlands lan ,Prastbor- det,Prastbordet
53184,Hoglunda,Jamtlands lan ,Hoglunda,Hoglunda
53190,Verkon,Jamtlands lan ,Verkon,Verkon
53195,Klappe,Jamtlands lan ,Klappe,Klappe
53201,Farjestor- den,Jamtlands lan ,Farjestor- den,Farjestor- den
53205,Hog- lunda,Jamtlands lan ,Hog- lunda,Hoglunda
53207,Bohle,Jamtlands lan ,Bohle,Bohle
53209,Brackesby,Jamtlands lan ,Brackesby,Brackebyn
53211,Hardgard,Jamtlands lan ,Hardgard,Hardgard
53215,Svegsmon,Jamtlands lan ,Svegsmon,Svegsmon
53217,Pal- gard,Jamtlands lan ,Pal- gard,Pal- gard
53219,Grotingsjo,Jamtlands lan ,Grotingsjo,Grotingsjo
53229,Haxas,Jamtlands lan ,Haxas,Haxas
53239,Stromsund,Jamtlands lan ,Stromsund,Stromsund
53243,Byn,Jamtlands lan ,Byn,Byn
53246,Krokvag,Jamtlands lan ,Krokvag,Krokvag
53252,Ede,Jamtlands lan ,Ede,Ede
53254,Sikas,Jamtlands lan ,Sikas,Sikas
53256,Ostberg,Jamtlands lan ,Ostberg,Ostberg
53258,Osterede,Jamtlands lan ,Osterede,Osterede
53260,Ammer,Jamtlands lan ,Ammer,Ammer
53262,Katrine- hill,Jamtlands lan ,Katrine- hill,Katrine- hill
53266,Sore,Jamtlands lan ,Sore,Sore
53268,Holje,Jamtlands lan ,Holje,Holje
53270,Skyttmon,Jamtlands lan ,Skyttmon,Skyttemon
53272,Husa,Jamtlands lan ,Husa,Husa
53280,Skjor,Jamtlands lan ,Skjor,Skjor
53282,Kullsta,Jamtlands lan ,Kullsta,Kullsta
53284,Lungre,Jamtlands lan ,Lungre,Lungre
53290,Bleka,Jamtlands lan ,Bleka,Bleka
53292,Gorvik,Jamtlands lan ,Gorvik,Gorvik
53296,Prastbordet,Jamtlands lan ,Prastbordet,Prastbordet
53300,Risselas,Jamtlands lan ,Risselas,Risselas
53302,Barken,Jamtlands lan ,Barken,Barken
53303,Bensjo,Jamtlands lan ,Bensjo,Bensjo
53308,Hofdsjo,Jamtlands lan ,Hofdsjo,Hofdsjo
53310,Ansjo,Jamtlands lan ,Ansjo,Ansjo
53316,Stroms- nas,Jamtlands lan ,Stroms- nas,Stroms- nas
53327,Prisgard,Jamtlands lan ,Prisgard,Prisgard
53329,Bergsbyn,Jamtlands lan ,Bergsbyn,Bergsbyn
53331,Byvallen,Jamtlands lan ,Byvallen,Byvallen
53337,Ratansbyn,Jamtlands lan ,Ratansbyn,Ratansbyn
53341,Vaster- skucku,Jamtlands lan ,Vaster- skucku,Vaster- skucku
53345,Kjosta,Jamtlands lan ,Kjosta,Kjosta
53349,Johannisnas,Jamtlands lan ,Johannisnas,Johannisnas
53351,Tomasgard,Jamtlands lan ,Tomasgard,Tomasgard
53353,Tomas- gard,Jamtlands lan ,Tomas- gard,Tomasgard
53359,Slatten,Jamtlands lan ,Slatten,Slatten
53361,Skarvangen,Jamtlands lan ,Skarvangen,Skarvangen
53369,Am- mer,Jamtlands lan ,Am- mer,Ammer
53381,Jonsgard,Jamtlands lan ,Jonsgard,Jonsgard
53391,Myckelgard,Jamtlands lan ,Myckelgard,Myckelgard
53393,Osterasen,Jamtlands lan ,Osterasen,Osterasen
53397,Ohn,Jamtlands lan ,Ohn,Ohn
53403,Dvarsatt,Jamtlands lan ,Dvarsatt,Dvarsatt
53405,Onet,Jamtlands lan ,Onet,Onet
53407,Faxalfven,Jamtlands lan ,Faxalfven,Faxalfven
53409,Smedsasen,Jamtlands lan ,Smedsasen,Smedsasen
53411,Westerasen,Jamtlands lan ,Westerasen,Westerasen
53415,Gevag,Jamtlands lan ,Gevag,Gevag
53417,Grimnas,Jamtlands lan ,Grimnas,Grimnas
53437,Strand,Jamtlands lan ,Strand,Strand
53441,Oppne,Jamtlands lan ,Oppne,Oppne
53445,Naset,Jamtlands lan ,Naset,Naset
53449,Faviken,Jamtlands lan ,Faviken,Faviken
53478,Oppasen,Jamtlands lan ,Oppasen,Oppasen
53483,Halasen,Jamtlands lan ,Halasen,Halasen
53485,Klosta,Jamtlands lan ,Klosta,Klosta
53487,Haxang,Jamtlands lan ,Haxang,Haxang
53495,Trusta,Jamtlands lan ,Trusta,Trusta
53498,Morviken,Jamtlands lan ,Morviken,Morviken
53506,Espnas,Jamtlands lan ,Espnas,Espnas
53515,Munsaker,Jamtlands lan ,Munsaker,Munsaker
53517,Samsta,Jamtlands lan ,Samsta,Samsta
53519,Bynilsvallen,Jamtlands lan ,Bynilsvallen,Bynilsvallen
53521,Tullus,Jamtlands lan ,Tullus,Tullus
53523,Kolen,Jamtlands lan ,Kolen,Kolen
53526,Fjallsta,Jamtlands lan ,Fjallsta,Fjallsta
53531,Stam- garde,Jamtlands lan ,Stam- garde,Stam- garde
53533,Tafnas,Jamtlands lan ,Tafnas,Tafnas
53535,Marsatt,Jamtlands lan ,Marsatt,Marsatt
53543,Ange,Jamtlands lan ,Ange,Ange
53545,Annedal,Jamtlands lan ,Annedal,Annedal
53547,Utanede,Jamtlands lan ,Utanede,Utanede
53549,Sveg- mon,Jamtlands lan ,Sveg- mon,Sveg- mon
53553,Ismundlandet,Jamtlands lan ,Ismundlandet,Ismundlandet
53559,Stromsnas,Jamtlands lan ,Stromsnas,Stromsnas
53561,Ahn,Jamtlands lan ,Ahn,Ahn
53574,Krim- nas,Jamtlands lan ,Krim- nas,Krim- nas
53585,Grim- nas-Backen,Jamtlands lan ,Grim- nas-Backen,Grim- nas-Backen
53591,Digernas,Jamtlands lan ,Digernas,Digernas
53593,Tullingsas,Jamtlands lan ,Tullingsas,Tullingsas
53596,Norr- gard,Jamtlands lan ,Norr- gard,Norr- gard
53600,Haste,Jamtlands lan ,Haste,Haste
53602,Undrom,Jamtlands lan ,Undrom,Undrom
53604,Sundbacken,Jamtlands lan ,Sundbacken,Sundbacken
53610,Walsjon,Jamtlands lan ,Walsjon,Walsjon
53613,Lagden,Jamtlands lan ,Lagden,Lagden
53623,Esp- nas,Jamtlands lan ,Esp- nas,Esp- nas
53626,Haggesta,Jamtlands lan ,Haggesta,Haggesta
53641,Vejmon,Jamtlands lan ,Vejmon,Vejmon
53642,Ofverocke,Jamtlands lan ,Ofverocke,Ofverocke
53644,Soderhogen,Jamtlands lan ,Soderhogen,Soderhogen
53648,Sunnera,Jamtlands lan ,Sunnera,Sunnera
53650,Skyttemon,Jamtlands lan ,Skyttemon,Skyttemon
53652,Landsom,Jamtlands lan ,Landsom,Landsom
53654,Skarvan- gen,Jamtlands lan ,Skarvan- gen,Skarvan- gen
53656,Gallon,Jamtlands lan ,Gallon,Gallon
53666,Ubyn,Jamtlands lan ,Ubyn,Ubyn
53670,Glissjoberg,Jamtlands lan ,Glissjoberg,Glissjoberg
53672,Ora- vattnet,Jamtlands lan ,Ora- vattnet,Ora- vattnet
53678,Kyrkbyn,Jamtlands lan ,Kyrkbyn,Kyrkbyn
53680,Backs- gard,Jamtlands lan ,Backs- gard,Backs- gard
53694,Ostervigge,Jamtlands lan ,Ostervigge,Ostervigge
53707,Ulo,Jamtlands lan ,Ulo,Ulo
53723,Brackebyn,Jamtlands lan ,Brackebyn,Brackebyn
53741,Hvitvatts- krogen,Jamtlands lan ,Hvitvatts- krogen,Hvitvatts- krogen
53743,Svegs- mon,Jamtlands lan ,Svegs- mon,Svegs- mon
53755,Skanderasen,Jamtlands lan ,Skanderasen,Skanderasen
53762,Safsjo,Jamtlands lan ,Safsjo,Safsjo
53765,Hvetlanda,Jamtlands lan ,Hvetlanda,Hvetlanda
53786,Kank- backe,Jamtlands lan ,Kank- backe,Kank- backe
53792,Totten,Jamtlands lan ,Totten,Totten
53796,Lidsjoberg,Jamtlands lan ,Lidsjoberg,Lidsjoberg
53809,Aggen,Jamtlands lan ,Aggen,Aggen
53811,Ostansjo,Jamtlands lan ,Ostansjo,Ostansjo
53815,SUnnaryd,Jonkopings lan ,S. Unnaryd,Unnaryd
53821,Tranaskvarn,Jonkopings lan ,Tranaskvarn,Tranaskvarn
53825,Sandseryd,Jonkopings lan ,Sandseryd,Sandseryd
53847,Safsjo,Jonkopings lan ,Safsjo,Safsjo
53852,Adelof,Jonkopings lan ,Adelof,Adelof
53865,Hvetlanda,Jonkopings lan ,Hvetlanda,Hvetlanda
53876,Skillingaryd,Jonkopings lan ,Skillingaryd,Skillingaryd
53900,NSand- sjo,Jonkopings lan ,N. Sand- sjo,N. Sand- sjo
53952,Unnaryd,Jonkopings lan ,Unnaryd,Unnaryd
53998,Skillinga- ryd,Jonkopings lan ,Skillinga- ryd,Skillingaryd
54047,Hvet- landa,Jonkopings lan ,Hvet- landa,Hvetlanda
54077,Medelby,Jonkopings lan ,Medelby,Medelby
54094,Kafsjo,Jonkopings lan ,Kafsjo,Kafsjo
54099,Benseryd,Jonkopings lan ,Benseryd,Benseryd
54111,Bexheda,Jonkopings lan ,Bexheda,Bexheda
54343,Waggeryd,Jonkopings lan ,Waggeryd,Waggeryd
54459,SVi,Kalmar lan ,S. Vi,S.Vi
54460,Hvena,Kalmar lan ,Hvena,Hvena
54475,VEd.,Kalmar lan ,V. Ed.,VEd.
54476,Malilla,Kalmar lan ,Malilla,Malilla
54495,Vi,Kalmar lan ,Vi,Vi
54546,Bjornhofda,Kalmar lan ,Bjornhofda,Bjornhofda
54608,S.Vi,Kalmar lan ,S.Vi,S.Vi
54727,Figeholm,Kalmar lan ,Figeholm,Figeholm
54755,Rokulla,Kalmar lan ,Rokulla,Rokulla
55042,Brantestad,Kalmar lan ,Brantestad,Brantestad
55176,Koppar- berg,Kopparbergs lan ,Koppar- berg,Koppar- berg
55191,Morastrand,Kopparbergs lan ,Morastrand,Morastrand
55219,Borlange,Kopparbergs lan ,Borlange,Borlange
55246,Kopparberg,Kopparbergs lan ,Kopparberg,Koppar- berg
55252,Skattungbyn,Kopparbergs lan ,Skattungbyn,Skattungbyn
55269,Krylbo,Kopparbergs lan ,Krylbo,Krylbo
55315,StTuna,Kopparbergs lan ,St. Tuna,St. Tuna
55330,Saters s:n,Kopparbergs lan ,Saters s:n,Saters s:n
55426,Vanjan,Kopparbergs lan ,Vanjan,Vanjan
55506,Mora- strand,Kopparbergs lan ,Mora- strand,Morastrand
55915,Kop- parberg,Kopparbergs lan ,Kop- parberg,Koppar- berg
56173,Grangesberg-Oxelosund,Kopparbergs lan ,Grangesberg-Oxelosund,Grangesberg-Oxelosund
56271,Ifo,Kristianstads lan ,Ifo,Ifo
56283,Hvilan,Kristianstads lan ,Hvilan,Hvilan
56285,Sosdala,Kristianstads lan ,Sosdala,Sosdala
56286,Astorp,Kristianstads lan ,Astorp,Astorp
56301,Gramanstorp,Kristianstads lan ,Gramanstorp,Gramanstorp
56329,Ansas,Kristianstads lan ,Ansas,Ansas
56336,Kellna,Kristianstads lan ,Kellna,Kellna
56349,Farlof,Kristianstads lan ,Farlof,Farlof
56441,Sannarslof,Kristianstads lan ,Sannarslof,Sonnarslof
56468,Tamarp,Kristianstads lan ,Tamarp,Tamarp
56481,Hjalm,Kristianstads lan ,Hjalm,Hjalm
56494,Sonnarslof,Kristianstads lan ,Sonnarslof,Sonnarslof
56534,OVemmerlof,Kristianstads lan ,O. Vemmerlof,Vemmerlof
56547,Olof,Kristianstads lan ,Olof,Olof
56686,VSonnarslof,Kristianstads lan ,V. Sonnarslof,Sonnarslof
56719,Hjersa,Kristianstads lan ,Hjersa,Hjersa
56782,Wemmerlof,Kristianstads lan ,Wemmerlof,Vemmerlof
56791,Klvik,Kristianstads lan ,Klvik,Klvik
56808,Gualof,Kristianstads lan ,Gualof,Gualof
56811,Osterlof,Kristianstads lan ,Osterlof,Osterlof
56828,Kldby,Kristianstads lan ,Kldby,Kldby
56846,Vidtskofle,Kristianstads lan ,Vidtskofle,Vidtskofle
56908,Torekows,Kristianstads lan ,Torekows,Torekows
56910,Vemmerlof,Kristianstads lan ,Vemmerlof,Vemmerlof
56940,Farslof,Kristianstads lan ,Farslof,Farslof
56966,Tossjo,Kristianstads lan ,Tossjo,Tossjo
57070,up.aTryde,Kristianstads lan ,u. p.a. Tryde,up.aTryde
57101,Nkarp,Kristianstads lan ,N. karp,Nkarp
57184,Osterfof,Kristianstads lan ,Osterfof,Osterlof
57234,OTomarp,Kristianstads lan ,O. Tomarp,Tommarp
57256,Troheryd,Kronobergs lan ,(Troheryd),(Troheryd)
57286,Vaxjo s:n,Kronobergs lan ,Vaxjo s:n,Vaxjo s:n
57288,Stroms- nas bruk,Kronobergs lan ,Stroms- nas bruk,Stromsnas bruk
57292,Vaxio s:n,Kronobergs lan ,Vaxio s:n,Vaxjo s:n
57302,Traheryd Stromsnas bruk,Kronobergs lan ,(Traheryd) Stromsnas bruk,(Traheryd) Stromsnas bruk
57401,Stromsnas bruk,Kronobergs lan ,Stromsnas bruk,Stromsnas bruk
57446,Hvittaryd,Kronobergs lan ,Hvittaryd,Hvittaryd
57492,SSandsjo,Kronobergs lan ,S. Sandsjo,S. Sandsjo
57500,Aringsas Alf- vesta,Kronobergs lan ,(Aringsas) Alf- vesta,(Aringsas) Alf- vesta
57548,Troheryd Stromsnas bruk,Kronobergs lan ,(Troheryd) Stromsnas bruk,(Traheryd) Stromsnas bruk
57631,Ljuda,Kronobergs lan ,Ljuda,Ljuda
57698,Vaxjo,Kronobergs lan ,Vaxjo,Vaxjo
57719,Fjalie,Malmohus lan ,Fjalie,Fjalie
57721,Kjeflinge,Malmohus lan ,Kjeflinge,Kjef- linge
57733,Wrasa,Kronobergs lan ,Wrasa,Wrasa
57745,VKlagstorp,Malmohus lan ,V. Klagstorp,VKlagstorp
57748,NSkraflinge,Malmohus lan ,N. Skraflinge,NSkraf- linge
57752,Hvellinge,Malmohus lan ,Hvellinge,Hyellinge
57757,SAsum,Malmohus lan ,S. Asum,SAsum
57770,Bunkafla,Malmohus lan ,Bunkafla,Bunkafla
57777,NSvalof,Malmohus lan ,N. Svalof,N.Svalof
57780,Ibb,Malmohus lan ,Ibb,Ibb
57782,Burlof,Malmohus lan ,Burlof,Burlof
57792,Vemmerslof,Malmohus lan ,Vemmerslof,Vemmerlof
57839,i Ese- rup,Malmohus lan ,i Ese- rup,Eserup
57841,Reng,Malmohus lan ,Reng,Reng
57842,Eserup,Malmohus lan ,Eserup,Eserup
57846,Bunkafle,Malmohus lan ,Bunkafle,Bunkafla
57850,Haslof,Malmohus lan ,Haslof,Haslof
57851,Reslof,Malmohus lan ,Reslof,Res- lof
57868,Gerds- lof,Malmohus lan ,Gerds- lof,Gerdslof
57886,Gislof,Malmohus lan ,Gislof,Gislof
57909,Gerdslof,Malmohus lan ,Gerdslof,Gerdslof
57929,Stofvie,Malmohus lan ,Stofvie,Stofvie
57934,Fjerrestad,Malmohus lan ,Fjerrestad,Fjarrestad
57956,Klagstorp,Malmohus lan ,Klagstorp,VKlagstorp
57967,Valluf,Malmohus lan ,Valluf,Valluf
57990,Svalof,Malmohus lan ,Svalof,N.Svalof
58009,SVrams,Malmohus lan ,S. Vrams,S. Vrams
58013,Bjuf,Malmohus lan ,Bjuf,Bjuf
58034,Sofde,Malmohus lan ,Sofde,Sofde
58043,Skraflinge,Malmohus lan ,Skraflinge,NSkraf- linge
58085,Bragarp,Malmohus lan ,Bragarp,Bragarp
58089,VVemmer- lof,Malmohus lan ,V. Vemmer- lof,VVemmer- lof
58096,Raslof,Malmohus lan ,Raslof,Raslof
58111,Karrtorp,Malmohus lan ,Karrtorp,Karrtorp
58149,Lunds,Malmohus lan ,Lunds,Lunds
58188,Efverlof,Malmohus lan ,Efverlof,Efverlof
58203,Kells,Malmohus lan ,Kells,Kells
58250,Raby,Malmohus lan ,Raby,Raby
58310,Res- lof,Malmohus lan ,Res- lof,Res- lof
58343,Herslof,Malmohus lan ,Herslof,Herslof
58350,Gerd lof,Malmohus lan ,Gerd lof,Gerdslof
58354,Vemmerlo,Malmohus lan ,Vemmerlo,Vemmerlo
58394,OKlags- torp,Malmohus lan ,O. Klags- torp,OKlags- torp
58404,Nabbelof,Malmohus lan ,Nabbelof,Nabbelof
58416,Bur- lof,Malmohus lan ,Bur- lof,Bur- lof
58454,Gars- lof,Malmohus lan ,Gars- lof,Gars- lof
58558,NSkraf- linge,Malmohus lan ,N. Skraf- linge,NSkraf- linge
58586,Hammarslof,Malmohus lan ,Hammarslof,Hammarslof
58620,Tommarp,Malmohus lan ,Tommarp,Tommarp
58723,N.Svalof,Malmohus lan ,N.Svalof,N.Svalof
58741,Kjef- linge,Malmohus lan ,Kjef- linge,Kjef- linge
58780,Bedinge,Malmohus lan ,Bedinge,Bedinge
58784,Vemmerlof,Malmohus lan ,Vemmerlof,Vemmerlof
58806,Anneslof,Malmohus lan ,Anneslof,Anneslof
58830,Hbg,Malmohus lan ,Hbg,Hbg
58832,Hyellinge,Malmohus lan ,Hyellinge,Hyellinge
58915,Asums,Malmohus lan ,Asums,Asums
58923,Espo,Malmohus lan ,Espo,Espo
59012,Eksholm,Malmohus lan ,Eksholm,Eksholm
59025,fran Stramsnas i Barse- back,Malmohus lan ,fran Stramsnas i Barse- back,fran Stramsnas i Barse- back
59067,Lilla Uppakra Upp- akra,Malmohus lan ,Lilla Uppakra Upp- akra,Lilla Uppakra Upp- akra
59150,Asltad,Malmohus lan ,Asltad,Asltad
59244,Lunds s:n,Malmohus lan ,Lunds s:n,Lunds s:n
59351,Womb,Malmohus lan ,Womb,Womb
59360,Hogestads sateri i Hoge- stad,Malmohus lan ,Hogestads sateri i Hoge- stad,Hogestads sateri i Hoge- stad
59390,Commercial Vasby,Malmohus lan ,Commercial Vasby,Commercial Vasby
59518,Brohus i Lomma,Malmohus lan ,Brohus i Lomma,Brohus i Lomma
59549,Hafgard,Malmohus lan ,Hafgard,Hafgard
59581,Brag- arp,Malmohus lan ,Brag- arp,Bragarp
59585,Jordberga,Malmohus lan ,Jordberga,Jordberga
59723,Hoganas bruksfors.,Malmohus lan ,Hoganas bruksfors.,Hoganas bruksfors.
59851,Nedertornea,Norrbottens lan ,Nedertornea,Nedertornea
59852,Pitea s:n,Norrbottens lan ,Pitea s:n,Pitea s:n
59897,Klruna,Norrbottens lan ,Klruna,Klruna
59901,Pite& s:n,Norrbottens lan ,Pite& s:n,Pite& s:n
59918,Boden,Norrbottens lan ,Boden,Boden
59930,Kalix,Norrbottens lan ,Kalix,Kalix
59965,Gellivara,Norrbottens lan ,Gellivara,Gellivara
59972,Bergnaset,Norrbottens lan ,Bergnaset,Bergnaset
60034,Alfsby,Norrbottens lan ,Alfsby,Alfsby
60053,Ojeby,Norrbottens lan ,Ojeby,Ojeby
60150,Nedertorne&,Norrbottens lan ,Nedertorne&,Nedertornea
60223,Munksund,Norrbottens lan ,Munksund,Munksund
60275,Ranea s:n,Norrbottens lan ,Ranea s:n,Ranea s:n
60412,Almare-Staket,Stockholms lan,Almare-Staket,Almare-Staket
60422,Norrviken,Stockholms lan,Norrviken,Norrviken
60467,Liljeholmen,Stockholms lan,Liljeholmen,Liljeholmen
60504,S:byberg,Stockholms lan,S:byberg,S:byberg
60547,Storangen,Stockholms lan,Storangen,Storangen
60588,Solhem,Stockholms lan,Solhem,Solhem
60602,Dufbo,Stockholms lan,Dufbo,Dufbo
60644,Rotebro,Stockholms lan,Rotebro,Rotebro
60750,Finnboda,Stockholms lan,Finnboda,Finnboda
60778,Rindo,Stockholms lan,Rindo,Rindo
60794,Drottning- holm,Stockholms lan,Drottning- holm,Drottning- holm
60796,Tureberg,Stockholms lan,Tureberg,Tureberg
60851,Roslagskullen,Stockholms lan,Roslagskullen,Roslagskullen
60891,Fredriksborg,Stockholms lan,Fredriksborg,Fredriksborg
60901,Lofo,Stockholms lan,Lofo,Lofo
61074,Lilje- holmen,Stockholms lan,Lilje- holmen,Liljeholmen
61157,Olof,Stockholms lan,Olof,Olof
61162,Barkarby,Stockholms lan,Barkarby,Barkarby
61200,Grisslehamn,Stockholms lan,Grisslehamn,Grisslehamn
61302,Riddersvik,Stockholms lan,Riddersvik,Riddersvik
61336,Schebo bruk,Stockholms lan,Schebo bruk,Schebo bruk
61374,Tynningo,Stockholms lan,Tynningo,Tynningo
61383,Gillbo,Stockholms lan,Gillbo,Gillbo
61460,Gaddviken,Stockholms lan,Gaddviken,Gaddviken
61498,Bromsten,Stockholms lan,Bromsten,Bromsten
61519,Ekensbergs varf,Stockholms lan,Ekensbergs varf,Ekensbergs varf
61551,Finaboda,Stockholms lan,Finaboda,Finnboda
61774,Pehr,Stockholms lan,Pehr,Pehr
61815,Oscar Fredriks borg,Stockholms lan,Oscar Fredriks borg,Oscar Fredriks- borg
61901,Rosersberg,Stockholms lan,Rosersberg,Rosersberg
61911,Solhem.,Stockholms lan,Solhem.,Solhem
61975,Drottningholm,Stockholms lan,Drottningholm,Drottningholm
62031,Stockholm,Stockholms lan,Stockholm,Stockholm
62107,Almarestaket,Stockholms lan,Almarestaket,Almarstaket
62186,Storanggen,Stockholms lan,Storanggen,Storangen
62631,Tynningso,Stockholms lan,Tynningso,Tynningso
62738,Stockholm-Varmdo,Stockholms lan,Stockholm-Varmdo,Stockholm-Varmdo
62858,Oscar Fredriks- borg,Stockholms lan,Oscar Fredriks- borg,Oscar Fredriks- borg
62980,Al- marestaket,Stockholms lan,Al- marestaket,Almarstaket
63415,Ofver-Jarna,Stockholms lan,Ofver-Jarna,Ofver-Jarna
63594,Almarstaket,Stockholms lan,Almarstaket,Almarstaket
63662,Furusund,Stockholms lan,Furusund,Furusund
63668,Frustuna,Sodermanlands lan ,Frustuna,Frustuna
63670,VVing- aker,Sodermanlands lan ,V. Ving- aker,Vingaker
63675,OVingaker,Sodermanlands lan ,O. Vingaker,Vingaker
63686,Vingaker,Sodermanlands lan ,Vingaker,Vingaker
63688,Ofver-Selo,Sodermanlands lan ,Ofver-Selo,Ofver-Selo
63689,Malmkoping,Sodermanlands lan ,Malmkoping,Malmkoping
63692,Gasinga,Sodermanlands lan ,Gasinga,Gasinga
63693,Bondestad,Sodermanlands lan ,Bondestad,Bondestad
63695,Wallby,Sodermanlands lan ,Wallby,Wallby
63747,Trosa s:n,Sodermanlands lan ,Trosa s:n,Trosa s:n
63794,Rekarne,Sodermanlands lan ,Rekarne,Rekarne
64022,Remtuna,Sodermanlands lan ,Remtuna,Remtuna
64069,Vinoaker,Sodermanlands lan ,Vinoaker,Vingaker
64103,Oppunda,Sodermanlands lan ,Oppunda,Oppunda
64151,Ytter-Enhorna,Sodermanlands lan ,Ytter-Enhorna,Ytter-Enhorna
64241,Strangnas s:n,Sodermanlands lan ,Strangnas s:n,Strangnas s:n
64244,StMalm,Sodermanlands lan ,St. Malm,StMalm
64294,Ludge,Sodermanlands lan ,Ludge,Ludge
64307,Satterslo,Sodermanlands lan ,Satterslo,Satterslo
64414,Skepthammar,Uppsala lan ,Skepthammar,Skepthammar
64419,Bondkyrko,Uppsala lan ,Bondkyrko,Bondkyrko
64427,Norra Sverige,Uppsala lan ,Norra Sverige,Norra Sverige
64459,Geer,Uppsala lan ,Geer,Geer
64467,Skept- hammar,Uppsala lan ,Skept- hammar,Skepthammar
64472,O.Lofsta,Uppsala lan ,O.Lofsta,O.Lofsta
64490,Danmarks s:n,Uppsala lan ,Danmarks s:n,Danmarks s:n
64492,Vessland,Uppsala lan ,Vessland,Vessland
64495,Skeptham- mar,Uppsala lan ,Skeptham- mar,Skepthammar
64589,Bondkyko,Uppsala lan ,Bondkyko,Bondkyrko
64597,Alfkarelby,Uppsala lan ,Alfkarelby,Alfkarelby
64700,Seffle,Uppsala lan ,Seffle,Seffle
64718,Elga,Uppsala lan ,Elga,Elga
64741,Arvika,Uppsala lan ,Arvika,Arvika
64754,StKll,Uppsala lan ,St. Kll,StKll
64765,Ry,Uppsala lan ,Ry,Ry
64859,NNy,Uppsala lan ,N. Ny,NNy
64886,Hirtsand,Uppsala lan ,Hirtsand,Hirtsand
